src_zb_addr,dst_zb_addr,start_time,stop_time,duration,number_of_packets,min_size,max_size,average_size,total_bytes_a,total_bytes_b,sum_size,packets_a,packets_b,connect
1ba29f32,c08a1bf5,1570733842,1570733842,1.81E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570733849,1570733849,1.91E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570733890,1570733890,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570733895,1570733895,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734015,1570734015,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734020,1570734020,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734034,1570734034,2.69E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734039,1570734039,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734093,1570734093,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734098,1570734098,1.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734176,1570734176,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734181,1570734181,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734240,1570734240,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734245,1570734245,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734246,1570734246,8.11E-06,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734252,1570734252,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734255,1570734255,1.12E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734260,1570734260,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734337,1570734337,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734342,1570734342,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734364,1570734364,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734369,1570734369,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734545,1570734545,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734550,1570734550,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734634,1570734634,1.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734642,1570734642,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734644,1570734644,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734664,1570734664,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734665,1570734665,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734687,1570734687,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734799,1570734799,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734815,1570734815,1.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734819,1570734819,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734824,1570734824,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734832,1570734832,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734851,1570734851,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734855,1570734855,2.72E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734866,1570734866,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734877,1570734877,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734893,1570734893,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734950,1570734950,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734955,1570734955,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734963,1570734963,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734968,1570734968,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734979,1570734979,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734987,1570734987,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570734994,1570734994,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735000,1570735001,0.999356031,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570735005,1570735005,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735014,1570735014,1.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735021,1570735021,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735023,1570735023,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735036,1570735036,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735050,1570735050,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735066,1570735066,1.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735110,1570735110,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735115,1570735115,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735157,1570735157,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735162,1570735162,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735165,1570735165,2.98E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735170,1570735170,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735203,1570735203,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735225,1570735225,0.000380993,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570735230,1570735230,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735276,1570735276,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735281,1570735281,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735326,1570735326,2.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735331,1570735331,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735340,1570735340,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735345,1570735345,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735362,1570735362,2.48E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735367,1570735367,0.000765085,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570735372,1570735372,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735441,1570735441,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735446,1570735446,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735508,1570735508,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735513,1570735513,2.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735561,1570735561,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735566,1570735566,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735742,1570735742,1.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735747,1570735747,1.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735871,1570735871,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735880,1570735880,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735909,1570735909,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735914,1570735914,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735967,1570735967,1.72E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735972,1570735972,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735975,1570735975,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735983,1570735983,2.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735987,1570735987,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570735997,1570735997,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736035,1570736035,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736051,1570736051,1.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736470,1570736470,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736512,1570736513,0.999763966,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570736520,1570736520,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736530,1570736530,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736535,1570736535,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736540,1570736540,2.48E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736545,1570736545,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736552,1570736552,1.69E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736566,1570736566,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736578,1570736578,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736584,1570736584,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736591,1570736591,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736600,1570736600,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736608,1570736608,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736613,1570736613,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736617,1570736617,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736622,1570736622,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736630,1570736630,1.91E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736635,1570736635,2.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736665,1570736665,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736677,1570736677,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736680,1570736680,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736690,1570736690,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736692,1570736692,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736697,1570736697,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736751,1570736751,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736756,1570736756,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736774,1570736774,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736780,1570736780,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736799,1570736799,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736808,1570736808,1.12E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736819,1570736819,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736826,1570736826,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736852,1570736852,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736859,1570736859,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736879,1570736879,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736884,1570736884,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736902,1570736902,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736909,1570736909,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736912,1570736912,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736917,1570736917,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736930,1570736930,3.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736938,1570736938,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736982,1570736982,2.62E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736987,1570736987,0.000393152,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570736992,1570736992,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736994,1570736994,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570736999,1570736999,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737005,1570737005,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737012,1570737012,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737027,1570737027,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737032,1570737032,4.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737034,1570737034,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737041,1570737041,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737042,1570737043,0.999023914,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737054,1570737054,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737088,1570737088,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737093,1570737093,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737104,1570737104,1.69E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737109,1570737109,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737126,1570737126,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737131,1570737131,1.88E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737138,1570737138,1.69E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737149,1570737149,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737159,1570737159,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737164,1570737164,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737179,1570737179,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737186,1570737186,2.91E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737223,1570737223,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737239,1570737239,0.000373125,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570737248,1570737248,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737252,1570737252,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737257,1570737257,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737278,1570737278,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737284,1570737284,2.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737309,1570737309,3.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737316,1570737316,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737321,1570737321,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737326,1570737326,2.48E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737393,1570737393,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737400,1570737400,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737424,1570737424,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737429,1570737429,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737466,1570737466,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737471,1570737471,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737481,1570737481,8.11E-06,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737498,1570737498,1.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737523,1570737523,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737528,1570737528,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737530,1570737530,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737535,1570737535,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737537,1570737537,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737556,1570737556,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737561,1570737561,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737571,1570737571,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737579,1570737579,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737584,1570737584,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737599,1570737599,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737617,1570737617,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737635,1570737635,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737640,1570737640,3.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737659,1570737659,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737664,1570737665,0.999827147,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570737671,1570737672,0.999832869,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570737677,1570737677,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737682,1570737682,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737689,1570737689,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570737691,1570737691,1.10E-05,2,40,40,40,80,0,80,2,0,1
